name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
Yufuin Sansuikan;108-1 Kawanami, Yuhuin-cho,Yufu-shi, Oita, 879-5196 Japan;20900;49500;0;False;False;False;3.8;['All rooms have hot spring baths', 'Mountain view', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Yufuin Sansuikan in Yufuin Onsen (Oita) Located in the center of the Yufuin urban area, the pride of this ryokan is the two open air baths with wonderful views of the peaks of Yufudake. This ryokan has a local beer factor on the premises.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 8 minutes on foot The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 8 minutes on foot;33.21026502;131.53545909;https://selected-ryokan.com/ryokan/yufuin-sansuikan_oita_kyushu.html
Uminohotel Hajime (ex Hotel New Matsumi);3-14-8 Kitahama, Beppu-shi, Oita, Japan;18800;58800;1;False;True;False;3.8;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Sea view', 'Kyushu & Okinawa Region', 'Oita', 'Beppu Onsen', 'Kokura (Kitakyushu Airport)', 'Oita (Oita Airport)'];Book Hotel Uminohotel Hajime in Beppu Onsen (Oita) Standing next to the sea. The view of the sea can be enjoyed from the guest rooms with open-air baths. There is a scenic open-air hot spring bath facing the ocean.;(1) 50 minutes by bus from Oita Airport to Beppu Station / Beppu Kitahama, (2) two hours by JR Limited Express from Hakata Station to Beppu Station, or (3) two hours by bus from Fukuoka Airport to Beppu Kitahama, then 15 minutes / 5 minutes on foot (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min walk from there The required times may slightly vary depending on the time of day. | (1) 50 minutes by bus from Oita Airport to Beppu Station / Beppu Kitahama, (2) two hours by JR Limited Express from Hakata Station to Beppu Station, or (3) two hours by bus from Fukuoka Airport to Beppu Kitahama, then 15 minutes / 5 minutes on foot | (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min walk from there;33.281248660423;131.507298057669;https://selected-ryokan.com/ryokan/hotel-new-matsumi_beppu_oita_kyushu.html
Syoenso Hozukawatei, Kameoka Yunohana;1-4 Ashinoyama Nagareda, Hiedano-cho, Kameoka-shi, Kyoto, 621-0034 Japan;20900;100100;1;False;True;False;4.0;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Osaka Kyoto Kansai Region', 'Kyoto', 'Kyoto Onsen'];Book Syoenso Hozukawatei in Kyoto Kameoka Yunohana Onsen This onsen ryokan has expansive grounds covering a space of 2,640 square metres. Its 56 guest rooms are divided into six different types, including those equipped with open-air onsen baths and cypress baths. The gender-segregated large public baths have two open-air hot spring baths, mist saunas, medicinal baths and footbaths. The Noh stage located in the building of the large public baths is also a unique feature. In addition to the public baths, two rental onsen baths for private use are available.;;35.020279705068;135.507872652033;https://selected-ryokan.com/ryokan/syoenso-hozukawatei_kyoto_kansai.html
Mikawaya Ryokan;503 Kowakudani, Hakone-machi, Ashigarashimo-gun, Kanagawa, Japan;46200;104000;10;True;False;False;3.8;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Traditional Japanese architecture', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Mikawaya Ryokan in Hakone Onsen (Kanagawa) A historic and traditional Japanese inn established in 1883. Enjoy bathing in fresh and pure hot spring water direct from the source.;(3) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 40 minutes by bus to Houraien and 1-min walk from there;35.2437141;139.05004;https://selected-ryokan.com/ryokan/mikawaya-ryokan_hakone_kanagawa_tokyo-suburbs.html
Gero Royal Hotel Miyabitei;758-15 Yunoshima, Gero-shi, Gifu, Japan;16800;41800;9;True;False;False;3.5;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Nagoya Chubu & Hokuriku Region', 'Gifu', 'Gero Onsen'];Book Gero Royal Hotel Miyabitei in Gero Onsen (Gifu) Enjoy the atmosphere of the gardenesque chartered open-air bath. The view of the mountain from the open-air baths is beautiful.;;35.8133325;137.2391001;https://selected-ryokan.com/ryokan/gero-royal-hotel-miyabitei_gifu_nagoya-chubu-hokuriku.html
Ryokan Omuraya;848 Shimojuku-otsu, Ureshino-machi, Ureshino-shi, Saga, Japan;16500;61600;8;False;True;False;4.0;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Kyushu & Okinawa Region', 'Saga', 'Ureshino Onsen', 'Hakata (Fukuoka Airport)', 'Saga (Saga Airport)', 'Nagasaki (Nagasaki Airport)'];Book Ryokan Omuraya in Ureshino Onsen (Saga) With four types of private-use hot spring baths. An inn that has been in business for over two hundred years.;(1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 5-min taxi ride from there (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 10 minutes on foot (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 5-min taxi ride from there | (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 10 minutes on foot | (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required);33.118994605;130.002988212;https://selected-ryokan.com/ryokan/ryokan-omuraya_ureshino_saga_kyushu.html
Tokinoyu Setsugetsuka;1300 Gora, Hakone-machi, Ashigarashimo-gun, Kanagawa, 250-0408 Japan;35000;121000;1;True;False;False;3.8;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Tokinoyu Setsugetsuka in Hakone Onsen (Kanagawa) A hot spring resort that combines the Japanese spirit of playfulness in colorful robes and fun with matcha (Japanese green tea) together with hot spring bathing.;(1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station and 1-min walk from there (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then one hour by Hakone Tozan Railway to Gora Station and 1-min walk from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station and 1-min walk from there | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then one hour by Hakone Tozan Railway to Gora Station and 1-min walk from there;35.24939;139.047759;https://selected-ryokan.com/ryokan/tokinoyu-setsugetsuka_hakone_kanagawa_tokyo-suburbs.html
Hotel Kasuien;333 Iwayagawachi, Ureshino-machi, Ureshino-shi, Saga, Japan;15000;48400;0;False;True;False;4.1;['Rental hot spring baths for private use', 'Kyushu & Okinawa Region', 'Saga', 'Ureshino Onsen', 'Hakata (Fukuoka Airport)', 'Saga (Saga Airport)', 'Nagasaki (Nagasaki Airport)'];Book Hotel Kasuien in Ureshino Onsen (Saga) The huge open-air bath is located on the highest spot in the area and provides a liberating view. The view of the mountains from the rooms is beautiful.;(1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 7-min shuttle bus ride from there (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 3 minutes by shuttle bus (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 7-min shuttle bus ride from there | (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 3 minutes by shuttle bus | (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required);33.12805299;130.06006948;https://selected-ryokan.com/ryokan/hotel-kasuien_ureshino_saga_kyushu.html
Nanbu Yumori-no-yado Taikan;37-1 Yunotate, Tsunagi, Morioka-shi, Iwate, 020-0055 Japan;13800;82000;11;False;False;False;3.8;['Rooms with private open-air baths', 'Enjoy hot spring in snow', 'Tohoku Region', 'Iwate', 'Tsunagi-Oshuku Onsen', 'Hanamaki (Iwate Hanamaki Airport)'];Book Nanbu Yumori-no-yado Taikan in Tsunagi Onsen (Iwate) The hot spring is absolutely spectacular. Enjoy a beautification dip in pure kakenagashi (never recycled) spring water. All guest rooms at Urara wing come with open-air onsen baths. 25 minutes by car to Koiwai Farm.;(1) 45 minutes by bus from Iwate Hanamaki Airport to Morioka Station, or (2) two hours 30 minutes by JR Tohoku Shinkansen from Tokyo Station to Morioka Station, then 25 minutes by shuttle bus (Advance booking required), or 40 minutes by bus to Tsunagi Onsen and 4-min walk from there The required times may slightly vary depending on the time of day. | (1) 45 minutes by bus from Iwate Hanamaki Airport to Morioka Station, or (2) two hours 30 minutes by JR Tohoku Shinkansen from Tokyo Station to Morioka Station, then 25 minutes by shuttle bus (Advance booking required), or 40 minutes by bus to Tsunagi Onsen and 4-min walk from there;39.676176090574;141.022762107208;https://selected-ryokan.com/ryokan/nanbu-yumori-no-yado-taikan_tsunagi-oshuku_iwate_tohoku.html
La Vista Daisetsuzan;Asahidake Onsen, Higashikawa-cho, Kamikawa-gun, Hokkaido, Japan;19800;67100;0;False;True;True;4.2;['Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Mountain view', 'Hokkaido Region', 'Hokkaido', 'Furano & Biei Onsen', 'Asahikawa (Asahikawa Airport)'];Book La Vista Daisetsuzan in Furano & Biei Onsen (Hokkaido) All rooms provide a beautiful view of the mountains of Asahidake. With three types of private-use hot spring baths. 1 hour by car to Biei and Furano.;(1) 55 minutes by bus from Asahikawa Airport to Asahidake Camp site, then 1 minutes on foot (2) One hour 25 minutes by JR Limited Express from Sapporo Station to Asahikawa Station, then one hour 20 minutes by bus to Asahidake Camp site and 1-min walk from there The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Asahikawa Airport to Asahidake Camp site, then 1 minutes on foot | (2) One hour 25 minutes by JR Limited Express from Sapporo Station to Asahikawa Station, then one hour 20 minutes by bus to Asahidake Camp site and 1-min walk from there;43.6732549;142.5514496;https://selected-ryokan.com/ryokan/la-vista-daisetsuzan_furano-biei_hokkaido.html
Oyado Ichizen;1209-1 Kawakami, Yufuin-cho, Yufu-shi, Oita, Japan;35500;95200;8;False;False;True;3.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Interesting hot springs', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Oyado Ichizen in Yufuin Onsen (Oita) An old folk house-style inn built with traditional construction methods. Guests can enjoy bathing in a blue-colored hot spring bath. Eight rooms that come with open-air baths.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by taxi The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by taxi;33.21026502;131.53545909;https://selected-ryokan.com/ryokan/oyado-ichizen_yufuin_oita_kyushu.html
Tsukioka Hotel;1-33 Shinyu,Kaminoyama -shi, Yamagata, 999-3141 Japan.;15300;31900;0;False;False;False;3.8;['Enjoy hot spring in snow', 'Tohoku Region', 'Yamagata', 'Kaminoyama Onsen (Zao)', 'Yamagata (Yamagata Airport)'];Book Tsukioka Hotel in Zao-Kaminoyama Onsen (Yamagata) The staffs specialty is hospitality. Were especially proud of our skin beautification baths and fresh ingredients from our hand tended garden. Ryokan with a 360 year history. It stands in a Japanese garden in the Tsukioka Castle ruins. 25 minutes by taxi to Zao.;(1) 35 minutes by bus from Yamagata Airport to Yamagata Station, then 10 minutes by JR Ou Main Line to Kaminoyama Onsen Station and 5-min shuttle bus ride from there (Advance booking required) (2) Two hours 30 minutes by JR Shinkansen from Tokyo Station to Kaminoyama Onsen Station, then 5 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 35 minutes by bus from Yamagata Airport to Yamagata Station, then 10 minutes by JR Ou Main Line to Kaminoyama Onsen Station and 5-min shuttle bus ride from there (Advance booking required) | (2) Two hours 30 minutes by JR Shinkansen from Tokyo Station to Kaminoyama Onsen Station, then 5 minutes by shuttle bus (Advance booking required);38.15817197699;140.273328349122;https://selected-ryokan.com/ryokan/tsukioka-hotel_zao_yamagata_tohoku.html
Wataya Besso;Otsu-738 Shimojuku, Ureshino-cho, Ureshino-shi, Saga 843-0301 Japan;15400;132000;10;False;True;False;3.5;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Kyushu & Okinawa Region', 'Saga', 'Ureshino Onsen', 'Hakata (Fukuoka Airport)', 'Saga (Saga Airport)', 'Nagasaki (Nagasaki Airport)'];Book Wataya Besso in Ureshino Onsen (Saga) Famous as one of the three major Japanese skin beautification baths. A long standing hot spring ryokan with pure 100% kakenagashi (never recycled). This ryokan stands together with a large Japanese garden on a 99,000 square meter property, and features both a traditional Japanese architecture relocation of a Nabeshima Clan villa and modern hotel elements.;(1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 6-min taxi ride from there (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 4 minutes by shuttle bus (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 5 minutes by JR Limited Express from Hakata Station to Takeo-Onsen Station, then 5 minutes by JR Shinkansen to Ureshino Onsen Station, or (2) 45 minutes by bus from Nagasaki Airport to Nagasaki Station, then 25 minutes by JR Shinkansen to Ureshino Onsen Station, and 6-min taxi ride from there | (3) One hour 25 minutes by bus from Fukuoka Airport to Ureshino Bus Center, or (4) one hour 10 minutes by bus from Nagasaki Station to Ureshino Bus Center, then 4 minutes by shuttle bus | (5) One hour 20 minutes by shared-taxi from Saga Airport (Advance booking required);33.098063507629;129.988979999902;https://selected-ryokan.com/ryokan/wataya-besso_ureshino_saga_kyushu.html
Hotel Shiretoko;37 Utoro Kagawa, Shari-cho, Shari-gun, Hokkaido, 099-4351 Japan;12100;27400;0;False;False;False;3.7;['Hokkaido Region', 'Hokkaido', 'Shiretoko (Utoro) Onsen', 'Abashiri (Memanbetsu Airport)', 'Nemuro (Nakashibetsu Airport)'];Book Hotel Shiretoko in Shiretoko (Utoro) Onsen (Hokkaido) A nature concierge guides you through the impressive beauty of Shiretoko. An inn located in the Shiretoko Area, which is a World Heritage site.;(1) Two hours 10 minutes by bus* from Memanbetsu Airport to Utoro Onsen Bus Terminal, then 3 minutes by shuttle bus (*Operation period: Mid-January early March, June September) (2) Seven hours 30 minutes by bus from Sapporo Bus Terminal to Shiretoko Daiichi Hotel, then right over there (3) One hour 30 minutes by taxi from Nakashibetsu Airport The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by bus* from Memanbetsu Airport to Utoro Onsen Bus Terminal, then 3 minutes by shuttle bus (*Operation period: Mid-January early March, June September) | (2) Seven hours 30 minutes by bus from Sapporo Bus Terminal to Shiretoko Daiichi Hotel, then right over there | (3) One hour 30 minutes by taxi from Nakashibetsu Airport;44.0690331;145.0010455;https://selected-ryokan.com/ryokan/hotel-shiretoko_utoro_hokkaido.html
Sanso Warabino;952 Yufuin-cho, Kawakita, Yufu-shi, Oita, Japan;41800;93600;1;False;False;False;4.6;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Sanso Warabino in Yufuin Onsen (Oita) After having undergone renovation in 2019, its became a relaxing and modern Japanese-style inn surrounded by nature. All rooms are secluded accommodations that include open-air baths.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 8 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 8 minutes by shuttle bus (Advance booking required);33.26140236727;131.338042203029;https://selected-ryokan.com/ryokan/sanso-warabino_yufuin_oita_kyushu.html
Notoraku;1-14 Kashima, Ishizaki-machi, Nanao-shi, Ishikawa, 926-0178 Japan;18700;56100;1;False;False;False;3.4;['Rooms with private open-air baths', 'Enjoy hot spring in snow', 'Sea view', 'Nagoya Chubu & Hokuriku Region', 'Ishikawa', 'Wakura Onsen', 'Wajima (Noto Airport)'];Book Notoraku in Wakura Onsen (Ishikawa) Japanese style ambiance and the spirit of hospitality. Enjoy the seasonal flavors of Noto in rooms overlooking the ocean. This ryokan was founded 120 years ago and features a hot spring with 1,200 years of history. A literary legend recorded the potency of this spring some 200 years ago.;(1) 50 minutes by share-ride taxi from Noto Airport (Advance booking required) (2) 45 minutes by bus from Komatsu Airport to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required) (3) Two hours 30 minutes by JR Shinkansen from Tokyo Station to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required) (4) Two hours 50 minutes by JR Limited Express from Osaka Station to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 50 minutes by share-ride taxi from Noto Airport (Advance booking required) | (2) 45 minutes by bus from Komatsu Airport to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required) | (3) Two hours 30 minutes by JR Shinkansen from Tokyo Station to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required) | (4) Two hours 50 minutes by JR Limited Express from Osaka Station to Kanazawa Station, then one hour by IR Ishikawa Limited Express to Wakura Onsen Station and 5-min shuttle bus ride from there (Advance booking required);37.085343062452;136.926103996544;https://selected-ryokan.com/ryokan/notoraku_wakura_noto_kanazawa_ishikawa_chubu.html
Kozuchi no Yado Tsurukame Daikichi;2-53 Yasukawa-cho, Nikko-shi, Tochigi, Japan;18200;42900;1;False;False;False;4.2;['Rooms with private open-air baths', 'River view', 'Mountain view', 'Tokyo suburbs', 'Tochigi', 'Nikko Onsen'];Book Kozuchi no Yado Tsurukame Daikichi in Nikko Onsen (Tochigi) The view of the mountains from spots such as the room and open-air baths is beautiful. Listen to the babbling of the river that flows nearby. 3 minutes by walk to Nikko Toshogu Shrine, which is a World Heritage site.;;36.753132574611;139.599907640181;https://selected-ryokan.com/ryokan/kozuchi-no-yado-tsurukame-daikichi_nikko-kinugawa_tochigi_tokyo-suburbs.html
Kutsuroginoya Yu;200-228 Okuhida Onsengo, Hitoegane, Takayama-shi, Gifu, Japan;22000;49000;4;True;False;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Mountain view', 'Nagoya Chubu & Hokuriku Region', 'Gifu', 'Okuhida Onsen'];Book Kutsuroginoya Yu in Oku-Hida Onsen (Gifu) The view of the mountain from the open-air baths is beautiful. A cozy little establishment with a total of 10 rooms. It is very atmospheric with its surrounding natural environment in the bosom of a mountain.;(1) Two hours 30 minutes by JR Limited Express from Nagoya Station to Takayama Station, then one hour 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there (2) Two hours 50 minutes by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then one hour 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there (3) Four hours 40 minutes by bus from Shinjuku Expressway Bus Terminal to Hirayu Onsen, then 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there The required times may slightly vary depending on the time of day. | (1) Two hours 30 minutes by JR Limited Express from Nagoya Station to Takayama Station, then one hour 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there | (2) Two hours 50 minutes by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then one hour 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there | (3) Four hours 40 minutes by bus from Shinjuku Expressway Bus Terminal to Hirayu Onsen, then 10 minutes by bus (via Ipposui) to Ipposui and 1-min walk from there;36.223668663867;137.536046038166;https://selected-ryokan.com/ryokan/kutsuroginoya-yu_oku-hida_gifu_nagoya-chubu-hokuriku.html
Issanokomichi Biyunoyado;2951-1, Hirao, Yamanouchimachi, Shimotakai-gun, Nagano-ken, 381-0401 Japan;14300;40700;2;True;False;False;4.7;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Tokyo suburbs', 'Nagano', 'Yudanaka-Shibu Onsen (Snow Monkey)'];Book Issanokomichi Biyunoyado in Yudanaka Onsen (Nagano) With a proud 1300-year history, Issa Kobayashi, a famous poet in the Edo Era also enjoyed the baths here. Pure 100% kakenagashi (never recycled) baths. Free shuttle bus to Snow Monkey Park (Jigokudani-yaenkoen).;(1) One hour 30 minute by JR Hokuriku Shinkansen from Tokyo Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 2-min shuttle bus ride (or 7 minutes on foot) from there (Advance booking required) (2) Two hours 50 minute by JR Limited Express from Nagoya Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 2-min shuttle bus ride (or 7 minutes on foot) from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 30 minute by JR Hokuriku Shinkansen from Tokyo Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 2-min shuttle bus ride (or 7 minutes on foot) from there (Advance booking required) | (2) Two hours 50 minute by JR Limited Express from Nagoya Station to Nagano Station, then 45 minute by Nagano Electric Railway to Yudanaka Station and 2-min shuttle bus ride (or 7 minutes on foot) from there (Advance booking required);36.7424546;138.4214045;https://selected-ryokan.com/ryokan/issanokomichi-biyunoyado_snow-monkey_yudanaka-shibu_nagano.html
Shirakaba Resort Ikenotaira Hotel;1596 Oaza Ashida Yatsugano, Tateshina town, Kita-saku gun, Nagano;13800;64900;0;False;False;False;3.7;['Enjoy hot spring in snow', 'Lake view', 'Tokyo suburbs', 'Nagano', 'Lake Suwa & Tateshina Onsen'];Book Shirakaba Resort Ikenotaira Hotel in Lake Suwa & Tateshina Onsen (Nagano) Hot spring baths & a 70 dish buffet. There is a large mixed open-air hot spring bath that you enter with a swimsuit. This hot spring resort even includes a family fun area and pool. A ski resort with three courses located nearby that can be enjoyed during the winter.;(1) Three hours 40 minutes by shuttle bus from Shinjuku Center Building (Advance booking required) (2) Two hours 15 minutes by JR Limited Express from Shinjuku Station to Chino Station, then 40 minutes by shuttle bus (Advance booking required) (3) Four hours 10 minutes by shuttle bus from Nagoya Station (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Three hours 40 minutes by shuttle bus from Shinjuku Center Building (Advance booking required) | (2) Two hours 15 minutes by JR Limited Express from Shinjuku Station to Chino Station, then 40 minutes by shuttle bus (Advance booking required) | (3) Four hours 10 minutes by shuttle bus from Nagoya Station (Advance booking required);36.27340239;138.31221235;https://selected-ryokan.com/ryokan/shirakaba-resort-ikenotaira-hotel_lake-shirakaba_nagano_tokyo-suburbs.html
Kyo Oumi, Lake Biwa;6-5-1 Ogoto, Otsu-shi, Shiga, Japan;28600;52800;1;False;True;False;3.8;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Lake view', 'Osaka Kyoto Kansai Region', 'Kyoto Onsen', 'Shiga'];Book Kyo Oumi in Kyoto Lake Biwa Onsen (Shiga) An inn looking out on Lake Biwa not far from Kyoto. All rooms have open-air hot spring baths. With four types of private-use hot spring baths.;;35.099589;135.90151;https://selected-ryokan.com/ryokan/kyo-oumi_ogoto_shiga_kyoto_kansai.html
Kishu Shirahama Onsen Musashi;868 Shirahama-Cho, Nishimuro-Gun, Wakayama, 649-2211 Japan;18700;93000;1;True;False;False;3.5;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Sea view', 'Osaka Kyoto Kansai Region', 'Wakayama', 'Nanki Shirahama Onsen', 'Shirahama (Nanki Shirahama Airport)'];Book Kishu Shirahama Onsen Musashi in Nanki Shirahama Onsen (Wakayama) This hot spring ryokan is close to the famous beautiful white sand beach and greets guests with the fragrance of the sea, trees, and baths.;(1) 20 minutes by bus from Nanki Shirahama Airport to Shirahama Station, then 35 minutes by shuttle bus (or 10 minutes by taxi) (2) 10 minutes by JR Kansai Airport Line from Kansai International Airport to Hineno Station, then one hour 50 minutes by JR Limited Express to Shirahama Station and 35-min shuttle bus (or 10-min taxi) ride from there (3) Two hours 30 minutes by JR Limited Express from Osaka Station to Shirahama Station, then 35 minutes by shuttle bus (or 10 minutes by taxi) The required times may slightly vary depending on the time of day. | (1) 20 minutes by bus from Nanki Shirahama Airport to Shirahama Station, then 35 minutes by shuttle bus (or 10 minutes by taxi) | (2) 10 minutes by JR Kansai Airport Line from Kansai International Airport to Hineno Station, then one hour 50 minutes by JR Limited Express to Shirahama Station and 35-min shuttle bus (or 10-min taxi) ride from there | (3) Two hours 30 minutes by JR Limited Express from Osaka Station to Shirahama Station, then 35 minutes by shuttle bus (or 10 minutes by taxi);33.6845328;135.3434633;https://selected-ryokan.com/ryokan/kishu-shirahama-onsen-musashi_nanki_wakayama_kansai.html
